3.528104691935328052e+00 8.003144167344465876e-01 -1.000000000000000000e+00
1.957475968211478401e+00 4.481786398402915594e+00 -1.000000000000000000e+00
3.735115980299934968e+00 -1.954555759752822031e+00 -1.000000000000000000e+00
1.900176835051178736e+00 -3.027144165953957744e-01 -1.000000000000000000e+00
-2.064377035871156896e-01 8.211970038767446578e-01 -1.000000000000000000e+00
2.880871423217559735e-01 2.908547013925950164e+00 -1.000000000000000000e+00
1.522075450293986831e+00 2.433500329856568278e-01 -1.000000000000000000e+00
8.877264654908513242e-01 6.673486547485336651e-01 -1.000000000000000000e+00
2.988158146315212260e+00 -4.103165275316017491e-01 -1.000000000000000000e+00
6.261354033018027287e-01 -1.708191478603449553e+00 -1.000000000000000000e+00
-5.105979631668157381e+00 1.307237190880721212e+00 -1.000000000000000000e+00
1.728872397719011467e+00 -1.484330040812883889e+00 -1.000000000000000000e+00
4.539509247975215267e+00 -2.908731349197529514e+00 -1.000000000000000000e+00
9.151703460289213610e-02 -3.743677000516671960e-01 -1.000000000000000000e+00
3.065558428716915085e+00 2.938717539800570044e+00 -1.000000000000000000e+00
3.098948513938326044e-01 7.563250392043471271e-01 -1.000000000000000000e+00
-1.775571495260225507e+00 -3.961592936447853930e+00 -1.000000000000000000e+00
-6.958242986523052176e-01 3.126979382079601022e-01 -1.000000000000000000e+00
2.460581361455441485e+00 2.404759697568822574e+00 -1.000000000000000000e+00
-7.746536348159045460e-01 -6.046055011506711319e-01 -1.000000000000000000e+00
-2.097105930134185225e+00 -2.840035874357950352e+00 -1.000000000000000000e+00
-3.412540381250025234e+00 3.901550790463579332e+00 -1.000000000000000000e+00
-1.019304363503306998e+00 -8.761486032223727571e-01 -1.000000000000000000e+00
-2.505590720099852398e+00 1.554980711663820125e+00 -1.000000000000000000e+00
-3.227795695115903030e+00 -4.254805604279374154e-01 -1.000000000000000000e+00
-1.790933122387351251e+00 7.738049957185240135e-01 -1.000000000000000000e+00
-1.021610275137746049e+00 -2.361264368244824219e+00 -1.000000000000000000e+00
-5.636445667730973635e-02 8.566637410608353154e-01 -1.000000000000000000e+00
1.330344447663357743e-01 6.049437954795627848e-01 -1.000000000000000000e+00
-1.268644187361927411e+00 -7.254823319742763621e-01 -1.000000000000000000e+00
-1.344920895551902085e+00 -7.191063230810825768e-01 -1.000000000000000000e+00
-1.626292564088908099e+00 -3.452565204663353704e+00 -1.000000000000000000e+00
3.548522845075057219e-01 -8.035618724165238813e-01 -1.000000000000000000e+00
-3.260396693932089196e+00 9.255645110515483553e-01 -1.000000000000000000e+00
-1.814596728766484368e+00 1.038907915922779035e-01 -1.000000000000000000e+00
1.458181124355073743e+00 2.579658215148213363e-01 -1.000000000000000000e+00
2.278801369086601358e+00 -2.469651640707305251e+00 -1.000000000000000000e+00
8.046832823550980063e-01 -1.369620181880626397e+00 -1.000000000000000000e+00
-1.741594298363763560e+00 -1.157699329528830923e+00 -1.000000000000000000e+00
-6.231050642547453222e-01 1.123306844594908760e-01 -1.000000000000000000e+00
-2.330299681566712966e+00 1.801652973908374200e+00 -1.000000000000000000e+00
9.313248794609196857e-01 -3.072487372554447482e+00 -1.000000000000000000e+00
2.976504387591199396e+00 3.791778352061166313e+00 -1.000000000000000000e+00
2.357559142319301415e+00 -3.598496716247018279e-01 -1.000000000000000000e+00
-2.141505243021085025e+00 2.108903453862273292e+00 -1.000000000000000000e+00
-8.063538939463592570e-01 2.444890140764854891e+00 -1.000000000000000000e+00
4.165499561537205908e-01 1.953278072967425505e+00 -1.000000000000000000e+00
7.127327943488037665e-01 1.413146336383896307e+00 -1.000000000000000000e+00
2.100004144164095699e-02 3.571740987811670376e+00 -1.000000000000000000e+00
2.538241854072398329e-01 8.039787268894033057e-01 -1.000000000000000000e+00
3.766301394112508749e+00 -2.695518122284892737e+00 -1.000000000000000000e+00
-2.540969996971467193e+00 1.938793416316022311e+00 -1.000000000000000000e+00
-2.346246810228319823e+00 3.887242371298585297e+00 -1.000000000000000000e+00
-8.272379615194946911e-01 -1.494909622881515521e+00 -1.000000000000000000e+00
3.845884052960769406e+00 2.961029582868848653e+00 -1.000000000000000000e+00
3.735117920853139761e+00 1.812089316550770546e+00 -1.000000000000000000e+00
-1.722451370109405078e+00 3.820129906198067360e+00 -1.000000000000000000e+00
-5.360067419027607638e-01 1.604912791592790322e+00 -1.000000000000000000e+00
1.894503935547495965e+00 -3.100201861816683779e-01 -1.000000000000000000e+00
1.228158740692160578e+00 1.844413343133053607e+00 -1.000000000000000000e+00
7.528510623112588673e-01 -2.198801581168388974e+00 -1.000000000000000000e+00
5.964763484121119452e-01 2.652771793374060660e+00 -1.000000000000000000e+00
-1.389135719462730956e+00 -2.992690806553415239e-01 -1.000000000000000000e+00
-8.703071034432748876e-01 3.698527456958683679e+00 -1.000000000000000000e+00
1.344589514024870924e+00 8.149236724822208622e-01 -1.000000000000000000e+00
-1.539832148890632801e+00 1.078498382583634507e+00 -1.000000000000000000e+00
-1.348665321314752141e+00 6.366111654870236503e-02 -1.000000000000000000e+00
-1.271692156757761927e+00 1.352866589892999460e+00 -1.000000000000000000e+00
1.153181633229881875e+00 -4.165975111559897526e-01 -1.000000000000000000e+00
7.920134253232905541e-01 -2.186123017461011564e+00 -1.000000000000000000e+00
-2.982515185411211078e+00 8.787834025290738316e-01 -1.000000000000000000e+00
3.333469907450580805e-01 1.270062873784212787e+00 -1.000000000000000000e+00
4.766289549727884101e+00 1.888958973980827682e+00 -1.000000000000000000e+00
-1.825644450888317172e+00 2.234032576191705921e+00 -1.000000000000000000e+00
-2.631814821023042317e+00 -9.231692096294179528e-01 -1.000000000000000000e+00
-1.364832106492624708e-01 3.426685443298733258e+00 -1.000000000000000000e+00
-1.489509644096879803e+00 -1.652877077318028798e+00 -1.000000000000000000e+00
-1.969050488508646002e-01 -1.326956572724214745e+00 -1.000000000000000000e+00
2.253271844213013964e+00 -2.159863016726846663e+00 -1.000000000000000000e+00
-2.294937304822204815e+00 -8.756400894888680675e-01 -1.000000000000000000e+00
-9.960649013846097910e-01 3.859064107633971563e+00 -1.000000000000000000e+00
1.898841613851521615e+00 1.751024827703817899e-01 -1.000000000000000000e+00
-2.450871037660335983e+00 1.688725952803094232e+00 -1.000000000000000000e+00
